opt_x,opt_y,outer_width,inner_width,center_x,center_y,outer_x,outer_y,inner_x,inner_y,curvature,ref_v,yaw,vx,vy,omega,acc,steer,dt
-4.759408965523045,7.477738790338289,0.3137103640302631,0.37449895193444804,-4.94665,7.39025,-5.23087,7.25746,-4.60736,7.54878,0.3222097281313414,4.468720925543427,5.381166398119754,4.468720925543427,-1.3324891607790164,0.01022740286981477,14.983650207787665,0.012692539992909625,0.004622511623128866
-4.751433820365802,7.457712914748637,0.3124894246210585,0.3775258640146388,-4.93575,7.3676,-5.21648,7.23034,-4.59659,7.53342,0.2253530832216359,4.537894805731016,5.381213674408395,4.537894805731016,-1.329064874812545,0.01177702316867266,14.983179404543314,0.014505353732585538,0.004678575057417871
-4.743147747887495,7.437200565591209,0.3134981371555502,0.38147490153350877,-4.92485,7.34567,-5.20483,7.20463,-4.58416,7.51729,0.22316355968506454,4.607892653041635,5.3812687740952425,4.607892653041635,-1.3256868724103439,0.013484310776088118,14.98148242623815,0.016253775288437817,0.004422414638773901
-4.735110604457425,7.417578145228242,0.31643030986300835,0.38334433868260004,-4.91422,7.32487,-5.19523,7.1794,-4.57378,7.50109,0.21436159190781046,4.674037702847964,5.3813284073086125,4.674037702847964,-1.3225800481183771,0.01522450438449864,14.979536844747402,0.01791792810858547,0.004161137584754794
-4.7273663637684535,7.39890757013217,0.32048739148365835,0.3862215614126173,-4.90385,7.3051,-5.18685,7.15469,-4.56281,7.48637,0.18899193992592037,4.736254792585729,5.381391758566016,4.736254792585729,-1.3197350039011317,0.016975310003290164,14.980788201612432,0.01986405473571345,0.004639444316815035
-4.718541255958787,7.377873186849973,0.3250097106241593,0.3906443759994498,-4.89208,7.28321,-5.1774,7.12757,-4.54914,7.47028,0.1831979295880305,4.805615321244991,5.381470514571538,4.805615321244991,-1.3166443629795048,0.019077389870985995,14.981540234905646,0.02198735254635009,0.005090352691249666
-4.708625279499061,7.354528044444829,0.3295364952474913,0.39713760297911826,-4.87851,7.25865,-5.1655,7.09669,-4.53265,7.45384,0.13740528561314047,4.881702938035899,5.381567625214409,4.881702938035899,-1.313356264583777,0.02156331147447657,14.98785074437377,0.024909704704243706,0.008519740950440998
-4.6916009742458185,7.314965748283974,0.33841993558299727,0.40609845210244194,-4.85591,7.21912,-5.14823,7.0486,-4.50513,7.42374,0.17775905594473476,5.009067904200175,5.381751339042205,5.009067904200175,-1.3080414707222203,0.026142219808793776,14.985898695267919,0.02853801149833737,0.008125131016180726
-4.674682275151518,7.276454089169186,0.3486035147556606,0.41758610441440663,-4.83294,7.18053,-5.13106,6.99984,-4.47583,7.39698,0.16414866686631305,5.130459433203923,5.381963748003205,5.130459433203923,-1.303303760738892,0.03099789307044492,14.983761106751551,0.03202403898406094,0.007872493101587413
-4.657659336711467,7.238417205370001,0.35862876209250205,0.4273930783248595,-4.80974,7.14294,-5.11347,6.95225,-4.44777,7.37019,0.15356122137125913,5.248001023266096,5.382207778702566,5.248001023266096,-1.2990381916166918,0.03615857972883685,14.98109720223604,0.03538421009139957,0.007617562107093582
-4.640597298411614,7.200934325553161,0.3686060363043444,0.4369367122364521,-4.7864,7.10639,-5.09568,6.90585,-4.41979,7.34411,0.14415932285538088,5.361656951180521,5.382483218929354,5.361656951180521,-1.2952346821402374,0.04157794487273094,14.977719108962473,0.03859931520057256,0.007362759046309665
-4.62355433231741,7.164071292943987,0.379781170280992,0.43852948008087195,-4.76304,7.07092,-5.07886,6.85999,-4.39836,7.31447,0.13581349678303903,5.471427358108183,5.382789347319093,5.471427358108183,-1.2918805373747246,0.04721011832495516,14.973328496248119,0.041656309572361,0.007107092780353306
-4.606588893166186,7.127896846649998,0.39163947873011984,0.42761202789444547,-4.73975,7.03654,-5.06268,6.81496,-4.38715,7.27846,0.128310919262983,5.577296636167352,5.383124874010201,5.577296636167352,-1.2889619845559783,0.053008569165769286,14.967473990520846,0.04454799774164601,0.0068575396776827694
-4.589740520761387,7.0924418122904305,0.40226417799749453,0.4180696517328182,-4.71661,7.00325,-5.04569,6.7719,-4.3746,7.24369,0.12262772617870746,5.679351242473732,5.3834883823765125,5.679351242473732,-1.2864607905392476,0.05893375320345056,14.958788548253697,0.047242913297494374,0.006501751771325662
-4.573328717316837,7.05832256481634,0.41390102246793226,0.4116283912705733,-4.69409,6.9716,-5.03029,6.73018,-4.35974,7.2117,0.12130196298413155,5.775999857822603,5.383871555010793,5.775999857822603,-1.2843939837977227,0.06484328170723894,14.942731532798454,0.04956237242163972,0.00567318937083368
-4.558646668144921,7.0281348803476655,0.42444254829128525,0.40859989439548317,-4.67371,6.94351,-5.01563,6.69203,-4.34455,7.1856,0.08458757859606335,5.8601940806546615,5.384239423227345,5.8601940806546615,-1.2828571853233666,0.07021814864707526,14.944658530345304,0.05248628564452216,0.008847034453596884
-4.535259209729536,6.980492706871339,0.43389677862367276,0.4065107292556985,-4.64199,6.90076,-4.9896,6.64108,-4.31632,7.14405,0.13494803967643929,5.991437885295214,5.384860645607692,5.991437885295214,-1.2808283517093597,0.0790354916038723,14.858612295649843,0.05464198735790972,0.004703691172919945
-4.522417083764729,6.954693601214695,0.43899157862082017,0.4041800144737489,-4.62401,6.87699,-4.9727,6.61029,-4.30297,7.12254,0.06920107893861968,6.060756090663697,5.385232404151897,6.060756090663697,-1.2800875302578412,0.08388882008529844,14.765774763741046,0.0574799674110609,0.008542575405054013
-4.498702542490837,6.907388258811037,0.45186444881180843,0.4006107543489065,-4.59191,6.83528,-4.94931,6.55879,-4.27505,7.08041,0.12642843691033312,6.185792922301245,5.385949030723117,6.185792922301245,-1.2790613809720377,0.09311340614056382,9.008550401540765,0.058861922598666294,0.004059818127628295
-4.487096312277475,6.884520537760092,0.4604854800099561,0.3990487339912265,-4.57591,6.8148,-4.93813,6.53047,-4.26202,7.0612,0.06189317596956616,6.2217940949320845,5.386327054217292,6.2217940949320845,-1.2788846315730182,0.09758666458996182,-4.4037581923080324,0.059469011913408254,0.003862988383917915
-4.475957231423808,6.862657434386073,0.4699034923258174,0.3966445373379046,-4.56073,6.79556,-4.92918,6.50392,-4.24972,7.04173,-0.007361273128010627,6.204215515175414,5.386704030369028,6.204215515175414,-1.2788448949124982,0.10188124186189536,-4.680569686034086,0.0587164423954774,0.0036577746057394286
-4.465442121407166,6.8420100601438865,0.479836349811058,0.3956320922271096,-4.54633,6.77744,-4.92134,6.47809,-4.23713,7.02426,-0.00722533890834518,6.186539208861154,5.387076688988312,6.186539208861154,-1.2788956498837465,0.1059000255009398,-4.8637133080871315,0.0591236489329933,0.005099241219933059
-4.450828965867022,6.813301598012856,0.49511646559168293,0.39631745104145993,-4.52637,6.75252,-4.91213,6.44215,-4.21759,7.00096,-0.00897207613947978,6.160935616079114,5.387616698763538,6.160935616079114,-1.2790718745931615,0.11153847497698173,-4.920026724200295,0.05862968843294235,0.005903719935599422
-4.43398772468579,6.780190440773603,0.5115602151262352,0.39969352984505563,-4.50331,6.72397,-4.90062,6.40173,-4.19288,6.97574,-0.010106346413902572,6.130918361289144,5.3882751906818465,6.130918361289144,-1.2794530324746878,0.11801617210768854,-4.939820613480492,0.05762768349168599,0.0059288967570419356
-4.417165868716506,6.74708665248871,0.5295486359155316,0.40345128875739106,-4.48018,6.69556,-4.89011,6.36033,-4.16786,6.95096,-0.009216948852790475,6.100608435087951,5.388974896381934,6.100608435087951,-1.280040215541161,0.12441899712481286,-4.963499745849724,0.05704344151945778,0.007474660178405808
-4.396074351367174,6.705540898644298,0.55051750389974,0.4080341624178053,-4.45116,6.6602,-4.87621,6.31034,-4.13612,6.91951,-0.011313396470405074,6.062158622825378,5.38990488610518,6.062158622825378,-1.2810262988807681,0.1324160678560743,-4.966692188071074,0.05546678770486681,0.0067481420230852355
-4.377165835464961,6.6682489982282425,0.5608606334019175,0.4127839359761956,-4.42505,6.62859,-4.85704,6.27089,-4.10712,6.89186,-0.01100712691330999,6.027358423980632,5.390798448537211,6.027358423980632,-1.2821958576800825,0.13945241199927227,-4.971794720762416,0.05417274414949735,0.006770115282761797
-4.358316343889373,6.631031097610167,0.5650948940664741,0.4157282790477449,-4.399,6.5972,-4.83348,6.23587,-4.07936,6.86302,-0.011283042516322773,5.992351339306256,5.391742557442905,5.992351339306256,-1.2836087812965564,0.14636081215793892,-4.975560760715655,0.05282403485022195,0.006786748664351556
-4.339542057716615,6.59391842409862,0.5692213071380937,0.419306747143425,-4.373,6.56601,-4.81011,6.20139,-4.05101,6.8346,-0.011557697311025093,5.957174420207499,5.392735871489331,5.957174420207499,-1.2852559869311082,0.15312864872422702,-4.9784706129344745,0.05142451412324625,0.0068046692806453994
-4.32084053505182,6.556905492094288,0.5734662788691242,0.42360790419915423,-4.34709,6.53497,-4.7871,6.1672,-4.02206,6.80663,-0.010330113449091178,5.921827378678446,5.393777861301292,5.921827378678446,-1.2871291911810232,0.15975052458797992,-4.985574793627721,0.05049318582750366,0.008820262892040654
-4.296758712768343,6.509186084174809,0.5770298103217888,0.42850169194531723,-4.31368,6.49503,-4.75632,6.12485,-3.98498,6.76993,-0.011902670062024235,5.87587245241464,5.395186902925299,5.87587245241464,-1.2898254866866163,0.16819323389924404,-4.988008242775104,0.04865973303536855,0.009310250879901932
-4.271557570864441,6.459167702018556,0.5805069509489097,0.43316709212496707,-4.2787,6.4532,-4.72415,6.08096,-3.94631,6.73096,-0.0125791919366758,5.827242606149664,5.396752824129203,5.827242606149664,-1.2930302116915886,0.1768116643067656,-4.989440423618874,0.04656430866286135,0.009403197280789035
-4.246338194406943,6.40902515031547,0.5839903047996604,0.4444237009881448,-4.24367,6.41125,-4.69223,6.0373,-3.90231,6.69583,-0.01301486107293131,5.778011030902675,5.398415419090225,5.778011030902675,-1.2966247366237265,0.18517758554723798,-4.990593817736439,0.044366369143056035,0.009490608465315273
-4.221122651047696,6.358798791587718,0.5874456125463873,0.458143523036177,-4.20864,6.36916,-4.66058,5.99387,-3.85618,6.66185,-0.013473903493438853,5.728209402888661,5.4001728670512055,5.728209402888661,-1.3005891345934095,0.19326297843457715,-4.991542345274852,0.04206782000439523,0.009574312417226978
-4.195927728552223,6.308518556165222,0.5908178268298955,0.4738780115177319,-4.17364,6.32692,-4.62918,5.95069,-3.80827,6.62869,-0.013957426177048154,5.677859726047751,5.402023227185423,5.677859726047751,-1.3049017769608695,0.2010417758129432,-4.992336728929597,0.039670281020913044,0.009656416510873315
-4.17076443085691,6.258202845437859,0.59407536903999,0.4897964929437525,-4.13871,6.2845,-4.598,5.9077,-3.76004,6.59516,-0.014902314991127511,5.626972970568157,5.403964570308758,5.626972970568157,-1.3095398940950007,0.20848979563558143,-4.992544216811491,0.03703749820401677,0.009169740803099288
-4.1471069766046345,6.210801770397834,0.596885156458091,0.5051300351394677,-4.10589,6.24433,-4.56889,5.86763,-3.71407,6.56313,-0.014690789780126336,5.578559893150011,5.405876367694828,5.578559893150011,-1.31419292803291,0.21514770524397653,-4.993413143129249,0.03468373190689403,0.009608785672532264
-4.122553638255874,6.161507790519272,0.5989097852765474,0.5212487668090926,-4.07187,6.20235,-4.53822,5.82657,-3.66599,6.5294,-0.01521940046875008,5.527735326142721,5.4079436758824535,5.527735326142721,-1.3192829062634566,0.22173638867016363,-4.994180500071617,0.0321512031939511,0.010084847652206973
-4.097044778979414,6.1101855483478875,0.6007313471095049,0.538266418049649,-4.0366,6.15835,-4.50643,5.784,-3.61562,6.49377,-0.016159436134465178,5.474295623075182,5.410179853581143,5.474295623075182,-1.3248303809698831,0.22821337233214684,-4.994608655881017,0.029306282728847683,0.010138937852897129
-4.071675019395533,6.059024555021124,0.6022031043593182,0.556163038325993,-4.0016,6.11414,-4.47493,5.74184,-3.56446,6.45798,-0.016802065774137256,5.420476206815605,5.412493694780418,5.420476206815605,-1.3305925308730833,0.23422993472816647,-4.994985898784299,0.026360230380874723,0.0101934610474638
-4.0464482703682325,6.008029309491046,0.6033139505265899,0.5793228772454956,-3.96689,6.06972,-4.44366,5.70002,-3.50908,6.42472,-0.01748038351523669,5.366279750619057,5.41488130849622,5.366279750619057,-1.3365366152247455,0.2397632582426688,-4.995320061743076,0.023305550329498673,0.010246963496275862
-4.0213721009394945,5.957211605914628,0.6040219553128847,0.6026879014879923,-3.93251,6.02505,-4.41262,5.65853,-3.45346,6.39076,-0.018193965447166904,5.311717145667513,5.417338153851182,5.311717145667513,-1.3426281103323945,0.24478808126147658,-4.9956185244350095,0.020130676004641607,0.010300647242684249
-3.9964511117597405,5.906577161848306,0.6042880453062099,0.6305780511562393,-3.89848,5.98011,-4.38177,5.61735,-3.39417,6.35866,-0.018994969317560426,5.256793470683252,5.41985962952547,5.256793470683252,-1.3488322777346642,0.24927739653160852,-4.995864085901092,0.016794387343690965,0.010300947174440234
-3.9718180691635263,5.856392695309147,0.6033368180378191,0.662322836689178,-3.86501,5.93512,-4.35067,5.57714,-3.33187,6.3281,-0.019786327410777838,5.201800767942426,5.422427422818923,5.201800767942426,-1.3550813567282725,0.2531760319329592,-4.9960854737622675,0.013294859773295213,0.010301737321007516
